Close,Open,High,Low,Change(%),Ticker,Category,Date
270.2659606933594,296.66146222116555,311.11047991001647,261.8632365314445,-8.9,IVV,ETF (指數/股息/債券),2020-02-29
295.2275390625,296.81674868043865,305.4569657817484,293.8940576441668,-0.54,IVV,ETF (指數/股息/債券),2020-01-31
295.2275390625,287.1608425201216,297.0085778854888,280.30924647747275,2.81,IVV,ETF (指數/股息/債券),2019-12-31
286.8250427246094,278.28544092145523,287.93219221002875,278.12209723275674,3.07,IVV,ETF (指數/股息/債券),2019-11-30
276.7608337402344,271.70611464738306,277.89532906774747,259.9267891506331,1.86,IVV,ETF (指數/股息/債券),2019-10-31
270.90753173828125,263.92143481335427,274.8842877246431,262.73845929938193,2.65,IVV,ETF (指數/股息/債券),2019-09-30
265.7364501953125,270.29685949742344,273.2588177611723,255.86631545905337,-1.69,IVV,ETF (指數/股息/債券),2019-08-31
270.2156677246094,269.4389608690463,274.5050566849737,267.3168198597988,0.29,IVV,ETF (指數/股息/債券),2019-07-31
266.1700134277344,248.74868530981112,268.38247646203524,246.72925700646388,7.0,IVV,ETF (指數/股息/債券),2019-06-30
248.88331604003906,266.32217820098236,266.5016664804403,248.71278434240264,-6.55,IVV,ETF (指數/股息/債券),2019-05-31
265.6131591796875,257.26620735785394,266.0798105169958,257.0059178147316,3.24,IVV,ETF (指數/股息/債券),2019-04-30
255.3992919921875,252.2788734548933,257.65206984174927,245.0376926969525,1.24,IVV,ETF (指數/股息/債券),2019-03-31
250.59817504882812,242.98152623412423,253.0475992732597,240.89855181192982,3.13,IVV,ETF (指數/股息/債券),2019-02-28
242.75799560546875,221.2937844673953,243.18711182770352,219.09457355148712,9.7,IVV,ETF (指數/股息/債券),2019-01-31
224.9323272705078,250.7735689661516,250.90675065973932,210.22354595573984,-10.3,IVV,ETF (指數/股息/債券),2018-12-31
246.84010314941406,242.98662438349314,251.57272397528448,235.31500706535212,1.59,IVV,ETF (指數/股息/債券),2018-11-30
242.18753051757812,261.313223729609,262.28974765141237,232.50037349799442,-7.32,IVV,ETF (指數/股息/債券),2018-10-31
259.9191589355469,258.09237757670456,262.29168982203896,255.28986658797209,0.71,IVV,ETF (指數/股息/債券),2018-09-30
258.5343933105469,250.59549103727727,259.76319377008434,248.52688146136802,3.17,IVV,ETF (指數/股息/債券),2018-08-31
250.4364013671875,239.89837533576056,253.17700582647416,239.66853820945525,4.39,IVV,ETF (指數/股息/債券),2018-07-31
241.39248657226562,241.38188873020297,247.646944425975,238.97901405533426,0.0,IVV,ETF (指數/股息/債券),2018-06-30
239.98275756835938,233.86726978525758,243.00965129951334,229.493985751357,2.61,IVV,ETF (指數/股息/債券),2018-05-31
234.33363342285156,232.62653657102584,240.34354119874664,225.6399068383624,0.73,IVV,ETF (指數/股息/債券),2018-04-30
233.50653076171875,239.5441054400802,247.46284498127204,228.43808286713258,-2.52,IVV,ETF (指數/股息/債券),2018-03-31
239.43893432617188,248.0410423325487,249.79299203677692,223.17212307292482,-3.47,IVV,ETF (指數/股息/債券),2018-02-28
248.90823364257812,236.37303887231397,252.88522593470955,235.96132964344125,5.3,IVV,ETF (指數/股息/債券),2018-01-31
235.50582885742188,232.44845798282364,237.00830122612317,228.92613431027917,1.32,IVV,ETF (指數/股息/債券),2017-12-31
232.6927032470703,226.50235781967166,233.54711627073908,224.40116501381243,2.73,IVV,ETF (指數/股息/債券),2017-11-30
225.64791870117188,220.74798442725657,226.37159004004243,220.67823347822414,2.22,IVV,ETF (指數/股息/債券),2017-10-31
220.5213165283203,216.53477030405523,220.59979467000935,213.92380955533434,1.84,IVV,ETF (指數/股息/債券),2017-09-30
216.1097412109375,216.11836131359095,217.37612239984878,211.1740263525837,-0.0,IVV,ETF (指數/股息/債券),2017-08-31
215.51988220214844,212.08490230170142,216.58676010602056,209.88162744259054,1.62,IVV,ETF (指數/股息/債券),2017-07-31
211.1393585205078,210.23248750829194,213.70370903682172,209.55200822423635,0.43,IVV,ETF (指數/股息/債券),2017-06-30
209.74026489257812,207.40028976315725,210.353365371901,204.5680202204473,1.13,IVV,ETF (指數/股息/債券),2017-05-31
206.85629272460938,204.87884876498083,208.14286153767037,202.07260769288297,0.97,IVV,ETF (指數/股息/債券),2017-04-30
204.8788604736328,206.21161381557607,207.88805847750075,201.27818344944902,-0.65,IVV,ETF (指數/股息/債券),2017-03-31
204.63836669921875,197.4682783194354,205.2831423147361,196.20456254891047,3.63,IVV,ETF (指數/股息/債券),2017-02-28
196.81484985351562,194.63978463424087,198.6805142156925,193.6425235958695,1.12,IVV,ETF (指數/股息/債券),2017-01-31
193.42767333984375,189.7449209491844,196.34408267149314,188.4199436778893,1.94,IVV,ETF (指數/股息/債券),2016-12-31
189.3687286376953,183.04308482738347,190.71080552379405,179.1450249070161,3.46,IVV,ETF (指數/股息/債券),2016-11-30
182.66693115234375,185.52206411461975,186.29134439188863,181.57276535790334,-1.54,IVV,ETF (指數/股息/債券),2016-10-31
185.9750518798828,185.95417647238122,187.51914146962923,181.61662817565607,0.01,IVV,ETF (指數/股息/債券),2016-09-30
185.96266174316406,185.8095528375073,187.85932586328542,183.5472467821561,0.08,IVV,ETF (指數/股息/債券),2016-08-31
185.724609375,179.07364635712867,186.081819603556,177.11744932734388,3.71,IVV,ETF (指數/股息/債券),2016-07-31
179.03115844726562,177.96880538773797,180.8382438783377,169.92220914601566,0.6,IVV,ETF (指數/股息/債券),2016-06-30
178.57823181152344,176.07268759671467,179.2807973826115,172.5091035306207,1.42,IVV,ETF (指數/股息/債券),2016-05-31
175.6072235107422,173.87193657190113,179.4500828134978,172.7884859413113,1.0,IVV,ETF (指數/股息/債券),2016-04-30
174.92156982421875,172.97465147328327,175.98810563303587,171.63726206306893,1.13,IVV,ETF (指數/股息/債券),2016-03-31
669.030029296875,678.7000122070312,688.6199951171875,661.3599853515625,-1.42,SPY,ETF (指數/股息/債券),2026-03-31
685.989990234375,689.5800170898438,697.1400146484375,675.780029296875,-0.52,SPY,ETF (指數/股息/債券),2026-02-28
691.969970703125,685.7100219726562,697.8400268554688,676.5700073242188,0.91,SPY,ETF (指數/股息/債券),2026-01-31
681.9199829101562,676.8100876493213,691.6599731445312,669.2225131069573,0.75,SPY,ETF (指數/股息/債券),2025-12-31
681.3765869140625,683.6498738048132,683.7794956694769,648.9324254696204,-0.33,SPY,ETF (指數/股息/債券),2025-11-30
680.050537109375,661.2161783670498,687.6679989086465,650.9166069608107,2.85,SPY,ETF (指數/股息/債券),2025-10-31
664.21728515625,633.8644906037873,665.3739407705357,631.2991867317828,4.79,SPY,ETF (指數/股息/債券),2025-09-30
641.3713989257812,622.7282752516747,645.7761033013204,615.7582427178595,2.99,SPY,ETF (指數/股息/債券),2025-08-31
628.475341796875,612.8450033281383,636.200989166749,612.0098276707645,2.55,SPY,ETF (指數/股息/債券),2025-07-31
614.3264770507812,582.6856189346104,615.6886593072754,580.0089171212081,5.43,SPY,ETF (指數/股息/債券),2025-06-30
584.301513671875,555.5319968692943,590.3983396880136,551.239369394788,5.18,SPY,ETF (指數/股息/債券),2025-05-31
549.7523193359375,552.6372621541935,562.5211054527999,477.64034947944,-0.52,SPY,ETF (指數/股息/債券),2025-04-30
554.5604248046875,589.2601945949107,590.4067643806418,542.1484990140983,-5.89,SPY,ETF (指數/股息/債券),2025-03-31
587.283447265625,585.7909458950113,606.1122407080254,575.6797210871997,0.25,SPY,ETF (指數/股息/債券),2025-02-28
594.8347778320312,582.5490544849214,603.6907726306447,568.6719735158341,2.11,SPY,ETF (指數/股息/債券),2025-01-31
579.2774047851562,593.9721906256095,599.9813199050982,574.1674387147792,-2.47,SPY,ETF (指數/股息/債券),2024-12-31
593.5585327148438,562.7945884035815,594.3465828189082,559.4157357037399,5.47,SPY,ETF (指數/股息/債券),2024-11-30
560.1546020507812,564.843649599462,577.3736738739761,556.8348816397765,-0.83,SPY,ETF (指數/股息/債券),2024-10-31
565.1981811523438,550.4182564787874,566.1340196278296,529.7653398948447,2.69,SPY,ETF (指數/股息/債券),2024-09-30
553.5706176757812,542.659905480717,554.0813108649274,501.1185124437748,2.01,SPY,ETF (指數/股息/債券),2024-08-31
540.9314575195312,535.8443476992247,555.0241609107229,527.8110397958803,0.95,SPY,ETF (指數/股息/債券),2024-07-31
534.4595947265625,517.8616565984354,540.4109684989184,511.5770275291986,3.21,SPY,ETF (指數/股息/債券),2024-06-30
516.2463989257812,490.80456853459987,521.8261670726438,489.0131405991214,5.18,SPY,ETF (指數/股息/債券),2024-05-31
491.3919372558594,512.7810279269447,513.3194149926431,483.44313138086306,-4.17,SPY,ETF (指數/股息/債券),2024-04-30
512.037109375,496.70102769902195,513.5446052867917,492.72917089960293,3.09,SPY,ETF (指數/股息/債券),2024-03-31
495.82269287109375,472.9384664663924,497.8233223565238,472.128473264039,4.84,SPY,ETF (指數/股息/債券),2024-02-29
471.2306823730469,460.7692671751978,479.7597942015554,455.1774869016725,2.27,SPY,ETF (指數/股息/債券),2024-01-31
463.8432922363281,442.97862062493266,466.02921033768064,441.5596877967964,4.71,SPY,ETF (指數/股息/債券),2023-12-31
443.5909729003906,407.4350269329694,445.4570951907533,406.9004450659712,8.87,SPY,ETF (指數/股息/債券),2023-11-30
406.4630432128906,414.6467760157312,425.84342414036877,397.72533824344663,-1.97,SPY,ETF (指數/股息/債券),2023-10-31
415.4826354980469,438.9034557035346,439.3877148587065,410.43834932710797,-5.34,SPY,ETF (指數/股息/債券),2023-09-30
436.1722717285156,441.9058733052999,442.85503196396667,419.3782111436538,-1.3,SPY,ETF (指數/股息/債券),2023-08-31
443.3780212402344,428.9761498891222,444.97605663564536,423.3006026311988,3.36,SPY,ETF (指數/股息/債券),2023-07-31
429.32489013671875,403.4292584266687,430.31276839073706,402.17485598730195,6.42,SPY,ETF (指數/股息/債券),2023-06-30
403.19769287109375,400.9011832079652,407.76181972765335,389.58249452022886,0.57,SPY,ETF (指數/股息/債券),2023-05-31
401.3450012207031,394.5133357511201,401.3546599841194,389.6211067696234,1.73,SPY,ETF (指數/股息/債券),2023-04-30
395.03436279296875,380.09388971599026,395.3334899911043,365.9056454879313,3.93,SPY,ETF (指數/股息/債券),2023-03-31
380.9110107421875,389.5142870743959,402.10696549767323,378.39244888145026,-2.21,SPY,ETF (指數/股息/債券),2023-02-28
390.7351379394531,369.48160298932663,392.35001274142974,363.1949186189587,5.75,SPY,ETF (指數/股息/債券),2023-01-31
367.61663818359375,391.14033888821655,392.78613994486886,360.2534206059007,-6.01,SPY,ETF (指數/股息/債券),2022-12-31
390.0973205566406,373.31386061496465,390.0973205566406,352.88465519542365,4.5,SPY,ETF (指數/股息/債券),2022-11-30
369.55328369140625,345.50711675915556,372.7205621969107,333.09653837675586,6.96,SPY,ETF (指數/股息/債券),2022-10-31
341.7752990722656,374.4071820841404,392.36097533793395,341.64135226905466,-8.72,SPY,ETF (指數/股息/債券),2022-09-30
376.5894470214844,389.90225959583773,411.4200970664075,376.456048197128,-3.41,SPY,ETF (指數/股息/債券),2022-08-31
392.6086730957031,358.84540602497094,393.5997563368219,353.585088606192,9.41,SPY,ETF (指數/股息/債券),2022-07-31
359.5029602050781,393.9374053108898,396.0912850769354,345.1323892326363,-8.74,SPY,ETF (指數/股息/債券),2022-06-30
391.81195068359375,390.9959026727131,407.6863555366896,361.07840657695476,0.21,SPY,ETF (指數/股息/債券),2022-05-31
390.9294738769531,430.12678391817343,434.41566302039155,390.1798679914565,-9.11,SPY,ETF (指數/股息/債券),2022-04-30
428.5422058105469,411.51272860651227,438.43882875157925,392.67005908949244,4.14,SPY,ETF (指數/股息/債券),2022-03-31
413.0168151855469,426.30699838494866,433.3445889976843,388.43238610030824,-3.12,SPY,ETF (指數/股息/債券),2022-02-28
425.57855224609375,450.5414027577386,454.02239141771696,398.0050623972924,-5.54,SPY,ETF (指數/股息/債券),2022-01-31
449.27386474609375,435.14550168253277,453.095404283241,423.15542151097804,3.25,SPY,ETF (指數/股息/債券),2021-12-31
429.4144592285156,433.88238758484846,446.3625694959627,429.1693719655901,-1.03,SPY,ETF (指數/股息/債券),2021-11-30
432.89263916015625,406.24508107387715,433.1848452815996,401.89028562676936,6.56,SPY,ETF (指數/股息/債券),2021-10-31
404.5107727050781,425.22432680633483,426.62423271200475,404.1714188987651,-4.87,SPY,ETF (指數/股息/債券),2021-09-30
424.2846984863281,413.7423709785831,425.7035347462911,409.75855272178563,2.55,SPY,ETF (指數/股息/債券),2021-08-31
412.0229797363281,402.9652297515047,415.1142841442116,396.48204913878226,2.25,SPY,ETF (指數/股息/債券),2021-07-31
402.2040710449219,395.7510371233868,402.8805823372074,389.6511670033553,1.63,SPY,ETF (指數/股息/債券),2021-06-30
393.38165283203125,392.8103349425953,395.98514427957303,378.3596292664934,0.15,SPY,ETF (指數/股息/債券),2021-05-31
390.8154296875,373.1149915856355,394.01850637036216,372.90895304429756,4.74,SPY,ETF (指數/股息/債券),2021-04-30
371.1764221191406,359.9391650515009,372.7404461142928,347.1412311004892,3.12,SPY,ETF (指數/股息/債券),2021-03-31
355.05694580078125,348.8588083348095,367.9484141469032,345.74100051485544,1.78,SPY,ETF (指數/股息/債券),2021-02-28
345.4515686035156,350.34296875558,360.1819008955837,340.55081201892335,-1.4,SPY,ETF (指數/股息/債券),2021-01-31
349.00811767578125,339.8024998061892,353.28346626235304,337.6552852409652,2.71,SPY,ETF (指數/股息/債券),2020-12-31
336.53985595703125,306.9255065917969,338.69640981821243,304.1741249749157,9.65,SPY,ETF (指數/股息/債券),2020-11-30
303.5235900878906,313.88768692379944,329.0665776070336,299.86130168623475,-3.3,SPY,ETF (指數/股息/債券),2020-10-31
311.2850646972656,324.2272767983935,332.13364723694355,297.2586315522572,-3.99,SPY,ETF (指數/股息/債券),2020-09-30
323.3940124511719,303.96132291921657,325.23636145672884,303.4150995292858,6.39,SPY,ETF (指數/股息/債券),2020-08-31
302.2948303222656,286.6024632366139,302.95218089089167,286.13955911726157,5.48,SPY,ETF (指數/股息/債券),2020-07-31
285.4821472167969,279.8622612290212,298.1038078400363,273.52060641499924,2.01,SPY,ETF (指數/股息/債券),2020-06-30
280.5075378417969,262.9850361402211,282.8303590651287,251.62903335784046,6.66,SPY,ETF (指數/股息/債券),2020-05-31
267.7506103515625,228.57602883114748,271.8062143248398,224.8152794471893,17.14,SPY,ETF (指數/股息/債券),2020-04-30
237.58155822753906,273.26873092756443,287.5914845326907,201.18158896992057,-13.06,SPY,ETF (指數/股息/債券),2020-03-31
271.48187255859375,296.3061289566686,310.7205194664191,261.65845424597956,-8.38,SPY,ETF (指數/股息/債券),2020-02-29
294.821533203125,296.4801931939895,305.10319771439003,293.56610963371855,-0.56,SPY,ETF (指數/股息/債券),2020-01-31
294.9407043457031,286.86843609842236,296.7184700506117,280.065787338128,2.81,SPY,ETF (指數/股息/債券),2019-12-31
286.6130676269531,278.050438728961,287.679931640625,277.88627919304776,3.08,SPY,ETF (指數/股息/債券),2019-11-30
276.6005859375,271.5032107911009,277.71307975913317,259.721772490824,1.88,SPY,ETF (指數/股息/債券),2019-10-31
270.6186218261719,263.74701464267685,274.6937684777055,262.56700314890634,2.61,SPY,ETF (指數/股息/債券),2019-09-30
265.4535217285156,270.1281236010141,273.0962552486723,255.7140266734515,-1.73,SPY,ETF (指數/股息/債券),2019-08-31
269.9737548828125,269.2929891827937,274.33064346071836,267.1599158922563,0.25,SPY,ETF (指數/股息/債券),2019-07-31
265.9527282714844,248.68619083445452,268.23999708632743,246.6808744561163,6.94,SPY,ETF (指數/股息/債券),2019-06-30
248.6501007080078,266.21910692851003,266.42687470507894,248.6230029502028,-6.6,SPY,ETF (指數/股息/債券),2019-05-31
265.5867919921875,257.1681120041534,265.97531220941516,256.8971069490714,3.27,SPY,ETF (指數/股息/債券),2019-04-30
255.16285705566406,252.20921520194733,257.6015955005914,244.99654020047922,1.17,SPY,ETF (指數/股息/債券),2019-03-31
250.62631225585938,242.95506701303285,252.99160545203202,240.86855871304238,3.16,SPY,ETF (指數/股息/債券),2019-02-28
242.75718688964844,221.21816147757016,243.2428348680821,219.1406795465589,9.74,SPY,ETF (指數/股息/債券),2019-01-31
224.76153564453125,250.60179530024664,250.70908441086965,210.22827050792478,-10.31,SPY,ETF (指數/股息/債券),2018-12-31
246.46212768554688,242.84091768853875,251.4423461470109,235.21417311622506,1.49,SPY,ETF (指數/股息/債券),2018-11-30
241.97373962402344,261.17927851994006,262.16275496749637,232.33512928208398,-7.35,SPY,ETF (指數/股息/債券),2018-10-31
259.936279296875,257.98168797931123,262.17163696286957,255.1956975875083,0.76,SPY,ETF (指數/股息/債券),2018-09-30
258.4000244140625,250.61189986123267,259.67290099667093,248.47560767380725,3.11,SPY,ETF (指數/股息/債券),2018-08-31
250.40708923339844,239.88638362110723,253.11292786534898,239.6460437208751,4.39,SPY,ETF (指數/股息/債券),2018-07-31
241.4617919921875,241.38370497807728,247.64844852430954,238.97846334706026,0.03,SPY,ETF (指數/股息/債券),2018-06-30
240.0811004638672,233.8163369247376,243.01409126380685,229.54534094074646,2.68,SPY,ETF (指數/股息/債券),2018-05-31
234.3834686279297,232.6466458301435,240.40009641072194,225.6641539602487,0.75,SPY,ETF (指數/股息/債券),2018-04-30
233.17835998535156,239.53821107283775,247.481323592635,228.4642661719457,-2.66,SPY,ETF (指數/股息/債券),2018-03-31
239.74998474121094,248.06386956453446,249.82017463114113,223.21952727425176,-3.35,SPY,ETF (指數/股息/債券),2018-02-28
248.7963104248047,236.38746858456201,252.97094823259775,235.99913575631692,5.25,SPY,ETF (指數/股息/債券),2018-01-31
235.5225372314453,232.48083245733275,237.05817683775444,228.96850697187693,1.31,SPY,ETF (指數/股息/債券),2017-12-31
232.70034790039062,226.58011351880558,233.6135332136008,224.46391197802137,2.7,SPY,ETF (指數/股息/債券),2017-11-30
225.79855346679688,220.82868598080037,226.44835817405806,220.65305899008868,2.25,SPY,ETF (指數/股息/債券),2017-10-31
220.60035705566406,216.6188819202262,220.6793945539898,214.02385580172935,1.84,SPY,ETF (指數/股息/債券),2017-09-30
216.2431640625,216.21697405251055,217.48389320613168,211.29775055905455,0.01,SPY,ETF (指數/股息/債券),2017-08-31
215.6140594482422,212.21521413562803,216.68880594357,209.99592048156632,1.6,SPY,ETF (指數/股息/債券),2017-07-31
211.27151489257812,210.39411083527747,213.8316477816918,209.66391262442085,0.42,SPY,ETF (指數/股息/債券),2017-06-30
209.93331909179688,207.5334014892578,210.48975001458788,204.707488487347,1.16,SPY,ETF (指數/股息/債券),2017-05-31
207.01171875,205.02922799684075,208.27249221966898,202.16856384277344,0.97,SPY,ETF (指數/股息/債券),2017-04-30
204.9771270751953,206.38340074529486,208.05428292165232,201.38599772087088,-0.68,SPY,ETF (指數/股息/債券),2017-03-31
204.72117614746094,196.9814739148072,205.4484136230307,196.366805857309,3.93,SPY,ETF (指數/股息/債券),2017-02-28
196.9814910888672,194.8257736278671,198.8688408874554,193.82152707250532,1.11,SPY,ETF (指數/股息/債券),2017-01-31
